101.325,U,418.959,2506.5,,2506.5,2544.7,2582.6,2620.4,2658.1,,2695.9,,2733.9,,,,,2810.6,,,,2888.5,,,,2968,,3048.9,,3131.6,,3215.9,,3302,,3389.8
101.325,H,419.064,2676,,2676,2726.4,2776.2,2825.8,2875.3,,2924.8,,2974.5,,,,,3074.4,,,,3175.6,,,,3278.2,,3382.3,,3488.1,,3595.6,,3704.8,,3815.7
101.325,S,1.3069,7.3554,,7.3554,7.486,7.6075,7.7213,7.8288,,7.9308,,8.028,,,,,8.2105,,,,8.3797,,,,8.5381,,8.6873,,8.8287,,8.9634,,9.0922,,9.2156
125,V,1.049,1374.6,,,1449.1,1545.6,1641,1735.6,,1829.6,,1923.2,,,,,2109.7,,,,2295.6,,,,2481.2,,2666.5,,2851.7,,3036.8,,3221.8,,3406.7
125,U,444.224,2513.4,,,2542.9,2581.2,2619.3,2657.2,,2695.2,,2733.3,,,,,2810.2,,,,2888.2,,,,2967.7,,3048.7,,3131.4,,3215.8,,3301.9,,3389.7
125,H,444.356,2685.2,,,2724,2774.4,2824.4,2874.2,,2923.9,,2973.7,,,,,3073.9,,,,3175.2,,,,3277.8,,3382,,3487.9,,3595.4,,3704.6,,3815.5
125,S,1.374,7.2847,,,7.3844,7.5072,7.6219,7.73,,7.8324,,7.93,,,,,8.1129,,,,8.2823,,,,8.4408,,8.5901,,8.7316,,8.8663,,8.9951,,9.1186
150,V,1.053,1159,,,1204,1285.2,1365.2,1444.4,,1523,,1601.3,,,,,1757,,,,1912.2,,,,2066.9,,2221.5,,2375.9,,2530.2,,2684.5,,2838.6
150,U,466.968,2519.5,,,2540.9,2579.7,2618.1,2656.3,,2694.4,,2732.7,,,,,2809.7,,,,2887.9,,,,2967.4,,3048.5,,3131.2,,3215.6,,3301.7,,3389.5
150,H,467.126,2693.4,,,2721.5,2772.5,2822.9,2872.9,,2922.9,,2972.9,,,,,3073.3,,,,3174.7,,,,3277.5,,3381.7,,3487.6,,3595.1,,3704.4,,3815.3
150,S,1.4336,7.2234,,,7.2953,7.4194,7.5352,7.6439,,7.7468,,7.8447,,,,,8.028,,,,8.1976,,,,8.3562,,8.5056,,8.6472,,8.7819,,8.9108,,9.0343
175,V,1.057,1003.34,,,1028.8,1099.1,1168.2,1236.4,,1304.1,,1371.3,,,,,1505.1,,,,1638.3,,,,1771.1,,1903.7,,2036.1,,2168.4,,2300.7,,2432.9
175,U,486.815,2524.7,,,2538.9,2578.2,2616.9,2655.3,,2693.7,,2732.1,,,,,2809.3,,,,2887.5,,,,2967.1,,3048.3,,3131,,3215.4,,3301.6,,3389.4
175,H,487,2700.3,,,2719,2770.5,2821.3,2871.7,,2921.9,,2972,,,,,3072.7,,,,3174.2,,,,3277.1,,3381.4,,3487.3,,3594.9,,3704.2,,3815.1
175,S,1.4849,7.1716,,,7.2191,7.3447,7.4614,7.5708,,7.6741,,7.7724,,,,,7.9561,,,,8.1259,,,,8.2847,,8.4341,,8.5758,,8.7106,,8.8394,,8.963
200,V,1.061,885.44,,,897.47,959.54,1020.4,1080.4,,1139.8,,1198.9,,,,,1316.2,,,,1432.8,,,,1549.2,,1665.3,,1781.2,,1897.1,,2012.9,,2128.6
200,U,504.489,2529.2,,,2536.9,2576.6,2615.7,2654.4,,2692.9,,2731.4,,,,,2808.8,,,,2887.2,,,,2966.9,,3048,,3130.8,,3215.3,,3301.4,,3389.2
200,H,504.701,2706.3,,,2716.4,2768.5,2819.8,2870.5,,2920.9,,2971.2,,,,,3072.1,,,,3173.8,,,,3276.7,,3381.1,,3487,,3594.7,,3704,,3815
200,S,1.5301,7.1268,,,7.1523,7.2794,7.3971,7.5072,,7.611,,7.7096,,,,,7.8937,,,,8.0638,,,,8.2226,,8.3722,,8.5139,,8.6487,,8.7776,,8.9012
225,V,1.064,792.97,,,795.25,850.97,905.44,959.06,,1012.1,,1064.7,,,,,1169.2,,,,1273.1,,,,1376.6,,1479.9,,1583,,1686,,1789,,1891.9
225,U,520.465,2533.2,,,2534.8,2575.1,2614.5,2653.5,,2692.2,,2730.8,,,,,2808.4,,,,2886.9,,,,2966.6,,3047.8,,3130.6,,3215.1,,3301.2,,3389.1
225,H,520.705,2711.6,,,2713.8,2766.5,2818.2,2869.3,,2919.9,,2970.4,,,,,3071.5,,,,3173.3,,,,3276.3,,3380.8,,3486.8,,3594.4,,3703.8,,3814.8
225,S,1.5705,7.0873,,,7.0928,7.2213,7.34,7.4508,,7.5551,,7.654,,,,,7.8385,,,,8.0088,,,,8.1679,,8.3175,,8.4593,,8.5942,,8.7231,,8.8467
250,V,1.068,718.44,,,,764.09,813.47,861.98,,909.91,,957.41,,,,,1051.6,,,,1145.2,,,,1238.5,,1331.5,,1424.4,,1517.2,,1609.9,,1702.5
250,U,535.077,2536.8,,,,2573.5,2613.3,2652.5,,2691.4,,2730.2,,,,,2808,,,,2886.5,,,,2966.3,,3047.6,,3130.4,,3214.9,,3301.1,,3389
250,H,535.343,2716.4,,,,2764.5,2816.7,2868,,2918.9,,2969.6,,,,,3070.9,,,,3172.8,,,,3275.9,,3380.4,,3486.5,,3594.2,,3703.6,,3814.6
250,S,1.6071,7.052,,,,7.1689,7.2886,7.4001,,7.505,,7.6042,,,,,7.7891,,,,7.9597,,,,8.1188,,8.2686,,8.4104,,8.5453,,8.6743,,8.798
275,V,1.071,657.04,,,,693,738.21,782.55,,826.29,,869.61,,,,,955.45,,,,1040.7,,,,1125.5,,1210.2,,1294.7,,1379,,1463.3,,1547.6
275,U,548.564,2540,,,,2571.9,2612.1,2651.6,,2690.7,,2729.6,,,,,2807.5,,,,2886.2,,,,2966,,3047.3,,3130.2,,3214.7,,3300.9,,3388.8
275,H,548.858,2720.7,,,,2762.5,2815.1,2866.8,,2917.9,,2968.7,,,,,3070.3,,,,3172.4,,,,3275.5,,3380.1,,3486.2,,3594,,3703.4,,3814.4
275,S,1.6407,7.0201,,,,7.1211,7.2419,7.3541,,7.4594,,7.559,,,,,7.7444,,,,7.9151,,,,8.0744,,8.2243,,8.3661,,8.5011,,8.6301,,8.7538
300,V,1.073,605.56,,,,633.74,675.49,716.35,,756.6,,796.44,,,,,875.29,,,,953.52,,,,1031.4,,1109,,1186.5,,1263.9,,1341.2,,1418.5
300,U,561.107,2543,,,,2570.3,2610.8,2650.6,,2689.9,,2729,,,,,2807.1,,,,2885.8,,,,2965.8,,3047.1,,3130,,3214.5,,3300.8,,3388.7
300,H,561.429,2724.7,,,,2760.4,2813.5,2865.5,,2916.9,,2967.9,,,,,3069.7,,,,3171.9,,,,3275.2,,3379.8,,3486,,3593.7,,3703.2,,3814.2
300,S,1.6716,6.9909,,,,7.0771,7.199,7.3119,,7.4177,,7.5176,,,,,7.7034,,,,7.8744,,,,8.0338,,8.1838,,8.3257,,8.4608,,8.5898,,8.7135
325,V,1.076,561.75,,,,583.58,622.41,660.33,690.22,,719.81,,749.18,,778.39,,807.47,,843.68,,879.78,,,,951.73,,1023.5,,1095,,1166.5,,1237.9,,1309.2
325,U,572.847,2545.7,,,,2568.7,2609.6,2649.6,2681.2,,2712.7,,2744,,2775.3,,2806.6,,2845.9,,2885.5,,,,2965.5,,3046.9,,3129.8,,3214.4,,3300.6,,3388.6
325,H,573.197,2728.3,,,,2758.4,2811.9,2864.2,2905.6,,2946.6,,2987.5,,3028.2,,3069,,3120.1,,3171.4,,,,3274.8,,3379.5,,3485.7,,3593.5,,3702.9,,3814.1
325,S,1.7004,6.964,,,,7.0363,7.1592,7.2729,7.3585,,7.44,,7.5181,,7.5933,,7.6657,,7.753,,7.8369,,,,7.9965,,8.1465,,8.2885,,8.4236,,8.5527,,8.6764
350,V,1.079,524,,,,540.58,576.9,612.31,640.18,,667.75,,695.09,,722.27,,749.33,,783.01,,816.57,,,,883.45,,950.11,,1016.6,,1083,,1149.3,,1215.6
350,U,583.892,2548.2,,,,2567.1,2608.3,2648.6,2680.4,,2712,,2743.4,,2774.8,,2806.2,,2845.6,,2885.1,,,,2965.2,,3046.6,,3129.6,,3214.2,,3300.5,,3388.4
350,H,584.27,2731.6,,,,2756.3,2810.3,2863,2904.5,,2945.7,,2986.7,,3027.6,,3068.4,,3119.6,,3170.9,,,,3274.4,,3379.2,,3485.4,,3593.3,,3702.7,,3813.9
350,S,1.7273,6.9392,,,,6.9982,7.1222,7.2366,7.3226,,7.4045,,7.4828,,7.5581,,7.6307,,7.7181,,7.8022,,,,7.9619,,8.112,,8.254,,8.3892,,8.5183,,8.6421
375,V,1.081,491.13,,,,503.29,537.46,570.69,596.81,,622.62,,648.22,,673.64,,698.94,,730.42,,761.79,,,,824.28,,886.54,,948.66,,1010.7,,1072.6,,1134.5
375,U,594.332,2550.6,,,,2565.4,2607.1,2647.7,2679.6,,2711.3,,2742.8,,2774.3,,2805.7,,2845.2,,2884.8,,,,2964.9,,3046.4,,3129.4,,3214,,3300.3,,3388.3
375,H,594.737,2734.7,,,,2754.1,2808.6,2861.7,2903.4,,2944.8,,2985.9,,3026.9,,3067.8,,3119.1,,3170.5,,,,3274,,3378.8,,3485.1,,3593,,3702.5,,3813.7
375,S,1.7526,6.916,,,,6.9624,7.0875,7.2027,7.2891,,7.3713,,7.4499,,7.5254,,7.5981,,7.6856,,7.7698,,,,7.9296,,8.0798,,8.2219,,8.3571,,8.4863,,8.6101
400,V,1.084,462.22,,,,470.66,502.93,534.26,558.85,,583.14,,607.2,,631.09,,654.85,,684.41,,713.85,,,,772.5,,830.92,,889.19,,947.35,,1005.4,,1063.4
400,U,604.237,2552.7,,,,2563.7,2605.8,2646.7,2678.8,,2710.6,,2742.2,,2773.7,,2805.3,,2844.8,,2884.5,,,,2964.6,,3046.2,,3129.2,,3213.8,,3300.2,,3388.2
400,H,604.67,2737.6,,,,2752,2807,2860.4,2902.3,,2943.9,,2985.1,,3026.2,,3067.2,,3118.5,,3170,,,,3273.6,,3378.5,,3484.9,,3592.8,,3702.3,,3813.5
400,S,1.7764,6.8943,,,,6.9285,7.0548,7.1708,7.2576,,7.3402,,7.419,,7.4947,,7.5675,,7.6552,,7.7395,,,,7.8994,,8.0497,,8.1919,,8.3271,,8.4563,,8.5802
425,V,1.086,436.61,,,,441.85,472.47,502.12,525.36,,548.3,,571.01,,593.54,,615.95,,643.81,,671.56,,,,726.81,,781.84,,836.72,,891.49,,946.17,,1000.8
425,U,613.667,2554.8,,,,2562,2604.5,2645.7,2678,,2709.9,,2741.6,,2773.2,,2804.8,,2844.4,,2884.1,,,,2964.4,,3045.9,,3129,,3213.7,,3300,,3388
425,H,614.128,2740.3,,,,2749.8,2805.3,2859.1,2901.2,,2942.9,,2984.3,,3025.5,,3066.6,,3118,,3169.5,,,,3273.3,,3378.2,,3484.6,,3592.5,,3702.1,,3813.4
425,S,1.799,6.8739,,,,6.8965,7.0239,7.1407,7.228,,7.3108,,7.3899,,7.4657,,7.5388,,7.6265,,7.7109,,,,7.871,,8.0214,,8.1636,,8.2989,,8.4282,,8.552
450,V,1.088,413.75,,,,416.24,445.38,473.55,495.59,,517.33,,538.83,,560.17,,581.37,,607.73,,633.97,,,,686.2,,738.21,,790.07,,841.83,,893.5,,945.1
450,U,622.672,2556.7,,,,2560.3,2603.2,2644.7,2677.1,,2709.2,,2741,,2772.7,,2804.4,,2844,,2883.8,,,,2964.1,,3045.7,,3128.8,,3213.5,,3299.8,,3387.9
450,H,623.162,2742.9,,,,2747.7,2803.7,2857.8,2900.2,,2942,,2983.5,,3024.8,,3066,,3117.5,,3169.1,,,,3272.9,,3377.9,,3484.3,,3592.3,,3701.9,,3813.2
450,S,1.8204,6.8547,,,,6.866,6.9946,7.1121,7.1999,,7.2831,,7.3624,,7.4384,,7.5116,,7.5995,,7.684,,,,7.8442,,7.9947,,8.137,,8.2723,,8.4016,,8.5255
475,V,1.091,393.22,,,,393.31,421.14,447.97,468.95,,489.62,,510.05,,530.3,,550.43,,575.44,,600.33,,,,649.87,,699.18,,748.34,,797.4,,846.37,,895.27
475,U,631.294,2558.5,,,,2558.6,2601.9,2643.7,2676.3,,2708.5,,2740.4,,2772.2,,2803.9,,2843.6,,2883.4,,,,2963.8,,3045.4,,3128.6,,3213.3,,3299.7,,3387.7
475,H,631.812,2745.3,,,,2745.5,2802,2856.5,2899.1,,2941.1,,2982.7,,3024.1,,3065.4,,3116.9,,3168.6,,,,3272.5,,3377.6,,3484,,3592.1,,3701.7,,3813
475,S,1.8408,6.8365,,,,6.8369,6.9667,7.085,7.1732,,7.2567,,7.3363,,7.4125,,7.4858,,7.5739,,7.6585,,,,7.8189,,7.9694,,8.1118,,8.2472,,8.3765,,8.5004
500,V,1.093,374.68,,,,,399.31,424.96,444.97,,464.67,,484.14,,503.43,,522.58,,546.38,,570.05,,,,617.16,,664.05,,710.78,,757.41,,803.95,,850.42
500,U,639.569,2560.2,,,,,2600.6,2642.7,2675.5,,2707.8,,2739.8,,2771.7,,2803.5,,2843.2,,2883.1,,,,2963.5,,3045.2,,3128.4,,3213.1,,3299.5,,3387.6
500,H,640.116,2747.5,,,,,2800.3,2855.1,2898,,2940.1,,2981.9,,3023.4,,3064.8,,3116.4,,3168.1,,,,3272.1,,3377.2,,3483.8,,3591.8,,3701.5,,3812.8
500,S,1.8604,6.8192,,,,,6.94,7.0592,7.1478,,7.2317,,7.3115,,7.3879,,7.4614,,7.5496,,7.6343,,,,7.7948,,7.9454,,8.0879,,8.2233,,8.3526,,8.4766
525,V,1.095,357.84,,,,,379.56,404.13,423.28,,442.11,,460.7,,479.11,,497.38,,520.08,,542.66,,,,587.58,,632.26,,676.8,,721.23,,765.57,,809.85
525,U,647.528,2561.8,,,,,2599.3,2641.6,2674.6,,2707.1,,2739.2,,2771.2,,2803,,2842.8,,2882.7,,,,2963.2,,3045,,3128.2,,3213,,3299.4,,3387.5
525,H,648.103,2749.7,,,,,2798.6,2853.8,2896.8,,2939.2,,2981.1,,3022.7,,3064.1,,3115.9,,3167.6,,,,3271.7,,3376.9,,3483.5,,3591.6,,3701.3,,3812.6
525,S,1.879,6.8027,,,,,6.9145,7.0345,7.1236,,7.2078,,7.2879,,7.3645,,7.4381,,7.5264,,7.6112,,,,7.7719,,7.9226,,8.0651,,8.2006,,8.3299,,8.4539
550,V,1.097,342.48,,,,,361.6,385.19,403.55,,421.59,,439.38,,457,,474.48,,496.18,,517.76,,,,560.68,,603.37,,645.91,,688.34,,730.68,,772.96
550,U,655.199,2563.3,,,,,2598,2640.6,2673.8,,2706.4,,2738.6,,2770.6,,2802.6,,2842.4,,2882.4,,,,2963,,3044.7,,3128,,3212.8,,3299.2,,3387.3
550,H,655.802,2751.7,,,,,2796.8,2852.5,2895.7,,2938.3,,2980.3,,3022,,3063.5,,3115.3,,3167.2,,,,3271.3,,3376.6,,3483.2,,3591.4,,3701.1,,3812.5
550,S,1.897,6.787,,,,,6.89,7.0108,7.1004,,7.1849,,7.2653,,7.3421,,7.4158,,7.5043,,7.5892,,,,7.75,,7.9008,,8.0433,,8.1789,,8.3083,,8.4323
575,V,1.099,328.41,,,,,345.2,367.9,385.54,,402.85,,419.92,,436.81,,453.56,,474.36,,495.03,,,,536.12,,576.98,,617.7,,658.3,,698.83,,739.28
575,U,662.603,2564.8,,,,,2596.6,2639.6,2672.9,,2705.7,,2738,,2770.1,,2802.1,,2842,,2882.1,,,,2962.7,,3044.5,,3127.8,,3212.6,,3299.1,,3387.2
575,H,663.235,2753.6,,,,,2795.1,2851.1,2894.6,,2937.3,,2979.5,,3021.3,,3062.9,,3114.8,,3166.7,,,,3271,,3376.3,,3482.9,,3591.1,,3700.9,,3812.3
575,S,1.9142,6.772,,,,,6.8664,6.988,7.0781,,7.163,,7.2436,,7.3206,,7.3945,,7.4831,,7.5681,,,,7.729,,7.8799,,8.0226,,8.1581,,8.2876,,8.4116
600,V,1.101,315.47,,,,,330.16,352.04,369.03,,385.68,,402.08,,418.31,,434.39,,454.35,,474.19,,,,513.61,,552.8,,591.84,,630.78,,669.63,,708.41
600,U,669.762,2566.2,,,,,2595.3,2638.5,2672.1,,2705,,2737.4,,2769.6,,2801.6,,2841.6,,2881.7,,,,2962.4,,3044.3,,3127.6,,3212.4,,3298.9,,3387.1
600,H,670.423,2755.5,,,,,2793.3,2849.7,2893.5,,2936.4,,2978.7,,3020.6,,3062.3,,3114.3,,3166.2,,,,3270.6,,3376,,3482.7,,3590.9,,3700.7,,3812.1
600,S,1.9308,6.7575,,,,,6.8437,6.9662,7.0567,,7.1419,,7.2228,,7.3,,7.374,,7.4628,,7.5479,,,,7.709,,7.86,,8.0027,,8.1383,,8.2678,,8.3919
625,V,1.103,303.54,,,,,316.31,337.45,353.83,,369.87,,385.67,,401.28,,416.75,,435.94,,455.01,,,,492.89,,530.55,,568.05,,605.45,,642.76,,680.01
625,U,676.695,2567.5,,,,,2593.9,2637.5,2671.2,,2704.2,,2736.8,,2769.1,,2801.2,,2841.2,,2881.4,,,,2962.1,,3044,,3127.4,,3212.2,,3298.8,,3386.9
625,H,677.384,2757.2,,,,,2791.6,2848.4,2892.3,,2935.4,,2977.8,,3019.9,,3061.7,,3113.7,,3165.7,,,,3270.2,,3375.6,,3482.4,,3590.7,,3700.5,,3811.9
625,S,1.9469,6.7437,,,,,6.8217,6.9451,7.0361,,7.1217,,7.2028,,7.2802,,7.3544,,7.4433,,7.5285,,,,7.6897,,7.8408,,7.9836,,8.1192,,8.2488,,8.3729
650,V,1.105,292.49,,,,,303.53,323.98,339.8,,355.29,,370.52,,385.56,,400.47,,418.95,,437.31,,,,473.78,,510.01,,546.1,,582.07,,617.96,,653.79
650,U,683.417,2568.7,,,,,2592.5,2636.4,2670.3,,2703.5,,2736.2,,2768.5,,2800.7,,2840.9,,2881,,,,2961.8,,3043.8,,3127.2,,3212.1,,3298.6,,3386.8
650,H,684.135,2758.9,,,,,2789.8,2847,2891.2,,2934.4,,2977,,3019.2,,3061,,3113.2,,3165.3,,,,3269.8,,3375.3,,3482.1,,3590.4,,3700.3,,3811.8
650,S,1.9623,6.7304,,,,,6.8004,6.9247,7.0162,,7.1021,,7.1835,,7.2611,,7.3355,,7.4245,,7.5099,,,,7.6712,,7.8224,,7.9652,,8.1009,,8.2305,,8.3546
675,V,1.106,282.23,,,,,291.69,311.51,326.81,,341.78,,356.49,,371.01,,385.39,,403.22,,420.92,,,,456.07,,491,,525.77,,560.43,,595,,629.51
675,U,689.943,2570,,,,,2591.1,2635.4,2669.5,,2702.8,,2735.6,,2768,,2800.3,,2840.5,,2880.7,,,,2961.6,,3043.6,,3127,,3211.9,,3298.5,,3386.7
675,H,690.689,2760.5,,,,,2788,2845.6,2890.1,,2933.5,,2976.2,,3018.5,,3060.4,,3112.6,,3164.8,,,,3269.4,,3375,,3481.8,,3590.2,,3700.1,,3811.6
675,S,1.9773,6.7176,,,,,6.7798,6.905,6.997,,7.0833,,7.165,,7.2428,,7.3173,,7.4064,,7.4919,,,,7.6534,,7.8046,,7.9475,,8.0833,,8.2129,,8.3371
700,V,1.108,272.68,,,,,280.69,299.92,314.75,,329.23,,343.46,,357.5,,371.39,,388.61,,405.71,,,,439.64,,473.34,,506.89,,540.33,,573.68,,606.97
700,U,696.285,2571.1,,,,,2589.7,2634.3,2668.6,,2702.1,,2735,,2767.5,,2799.8,,2840.1,,2880.3,,,,2961.3,,3043.3,,3126.8,,3211.7,,3298.3,,3386.5
700,H,697.061,2762,,,,,2786.2,2844.2,2888.9,,2932.5,,2975.4,,3017.7,,3059.8,,3112.1,,3164.3,,,,3269,,3374.7,,3481.6,,3589.9,,3699.9,,3811.4
700,S,1.9918,6.7052,,,,,6.7598,6.8859,6.9784,,7.0651,,7.147,,7.225,,7.2997,,7.389,,7.4745,,,,7.6362,,7.7875,,7.9305,,8.0663,,8.1959,,8.3201
725,V,1.11,263.77,,,,,270.45,289.13,303.51,,317.55,,331.33,,344.92,,358.36,,375.01,,391.54,,,,424.33,,456.9,,489.31,,521.61,,553.83,,585.99
725,U,702.457,2572.2,,,,,2588.3,2633.2,2667.7,,2701.3,,2734.3,,2767,,2799.3,,2839.7,,2880,,,,2961,,3043.1,,3126.6,,3211.5,,3298.1,,3386.4
725,H,703.261,2763.4,,,,,2784.4,2842.8,2887.7,,2931.5,,2974.6,,3017,,3059.1,,3111.5,,3163.8,,,,3268.7,,3374.3,,3481.3,,3589.7,,3699.7,,3811.2
725,S,2.0059,6.6932,,,,,6.7404,6.8673,6.9604,,7.0474,,7.1296,,7.2078,,7.2827,,7.3721,,7.4578,,,,7.6196,,7.771,,7.914,,8.0499,,8.1796,,8.3038
750,V,1.112,255.43,,,,,260.88,279.05,293.03,,306.65,,320.01,,333.17,,346.19,,362.32,,378.31,,394.22,,410.05,,441.55,,472.9,,504.15,,535.3,,566.4
